tfm_id,tfm_desc,site_desc,longitude,latitude,tfm_typ_de,movement_t,declared_r,local_road,aadt_all_vehicles,aadt_truck,percent_trucks,last_year
7656,CALDER HWY NE OF OAK ST,CALDER HWY & OAK ST,144.25061355720683,-36.77931336633828,INTERSECTION,All Moves,CALDER HIGHWAY,HIGH STREET,7700,330,0.04,1997
29406,MT DANDENONG RD S BD SE OF UPALONG RD,MT DANDENONG RD SE OF UPALONG RD,145.3567793910563,-37.83530880316434,INTERSECTION,All Moves,MOUNT DANDENONG ROAD,MOUNT DANDENONG TOURIST ROAD,1900,0,0.0,2000
22676,SWAN ST W BD E OF PUNT RD,PUNT RD LEFT TURN TO SWAN ST OD:12,144.98884353329427,-37.82462879249984,INTERSECTION,All Moves,HODDLE HIGHWAY,PUNT ROAD,15000,630,0.04,1993
27902,DYNON RD W BD E OF RADCLIFFE ST,DYNON RD & RADCLIFFE ST,144.93244238351363,-37.803783317565575,INTERSECTION,All Moves,DYNON ROAD,DYNON ROAD,12000,1300,0.1,1997
10935,DALTON RD N of CHILDS RD,CHILDS RD & DALTON RD,145.03060050148983,-37.660502400829095,INTERSECTION,All Moves,DALTON ROAD,DALTON ROAD,12000,600,0.05,1997
27853,GRIMSHAW ST E of GREENSBOROUGH HWY,GREENSBOROUGH HWY & GRIMSHAW ST,145.09047160989743,-37.70324146127535,INTERSECTION,All Moves,HEIDELBERG-KINGLAKE ROAD,GRIMSHAW STREET,21000,840,0.04,1993
10936,BULLEEN RD N BD N of MANNINGHAM RD,BULLEEN RD N OF MANNINGHAM RD,145.0834341222611,-37.76190059824638,INTERSECTION,All Moves,BULLEEN ROAD,BULLEEN ROAD,5000,130,0.03,1998
26639,FRANKSTON DANDENON NE of SKYE RD,FRANKSTON DANDENON & SKYE RD,145.13363510253103,-38.129982500705566,INTERSECTION,All Moves,2840R 2090B,FRANKSTON IN-FRANKSTON-DANDENONG RAMP OF,8400,0,0.0,1994
11632,PRINCESS ST N OF HUTCHINSON DR,PRINCESS ST/DUKE ST/HUTCHINSON DR,145.03128102137524,-37.794104400772035,INTERSECTION,All Moves,BURNLEY-KEW ROAD,PRINCESS STREET,17000,0,0.0,2011
22114,PASCOE VALE RD N BD NE OF DIMBOOLA RD,PASCOE VALE RD NE OF DIMBOOLA RD,144.91848115187295,-37.683466980857325,INTERSECTION,All Moves,PASCOE VALE ROAD,PASCOE VALE ROAD,15000,0,0.0,1994
13918,MOOROODUC HWY N OF HASTINGS RD,MOOROODUC HWY/HASTINGS RD/MONASH UNI ENT,145.13364213685088,-38.1531411885819,INTERSECTION,Left Missing,MOOROODUC HIGHWAY,MOOROODUC HIGHWAY,0,0,0.0,2016
21470,ACHERON WAY N BD S OF DONNA BUANG RD,ACHERON WAY S OF DONNA BUANG RD,145.72196570303066,-37.72307090272325,INTERSECTION,All Moves,ACHERON WAY,DONNA BUANG ROAD,50,0,0.0,2000
28351,TODD RD SEBD SE OF WEST GATE FWY CONN,WEST GATE FWY CONN NNE OF TODD RD,144.91338548196535,-37.83393391054194,INTERSECTION,All Moves,TODD ROAD,TODD ROAD,11000,2200,0.2,1997
28732,MAROONDAH HWY E BD E of STATION ST,STATION ST N OF MAROONDAH HWY,145.1242899077155,-37.81835521050534,INTERSECTION,All Moves,MAROONDAH HIGHWAY,WHITEHORSE ROAD,19000,590,0.03,1998
11438,LOWER HEIDELBERG RD 10M AFTER RAVENSWOOD AVE,LOWER HEIDELBERG RD 10M AFTER RAVENSWOOD AVE,145.05552050592388,-37.77236692100448,INTERSECTION,Scheduled PubTpt Bus flow,MAIN HEIDELBERG-ELTHAM ROAD,LOWER HEIDELBERG ROAD,0,0,0.0,0
9899,STUDLEY PARK RD 50M AFTER HODGSON ST,STUDLEY PARK RD 50M AFTER HODGSON ST,145.0160658108261,-37.805651084377565,INTERSECTION,Scheduled PubTpt Bus flow,STUDLEY PARK ROAD,STUDLEY PARK ROAD,0,0,0.0,0
27958,MAROONDAH HWY SWBD SW OF BONNIE VIEW RD,MAROONDAH HWY NSW OF BONNIE VIEW RD,145.28815940981372,-37.78098180919204,INTERSECTION,All Moves,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,17000,800,0.05,2006
27883,CANTERBURY RD SEBD NW OF FITZROY ST,CANTERBURY RD NW OF FITZROY ST,144.97694392690823,-37.85958867708201,INTERSECTION,All Moves,CANTERBURY ROAD,CANTERBURY ROAD,10000,0,0.0,2001
28274,NEPEAN HWY NWBD SE OF MAY ST,NEPEAN HWY SE OF MAY ST,145.0541164781652,-37.96049161239612,INTERSECTION,All Moves,NEPEAN HIGHWAY,NEPEAN HIGHWAY,36000,1400,0.04,2011
9684,NICHOLSON ST N OF HARDING ST,NICHOLSON ST/HARDING ST,144.9774831717056,-37.74578329582307,INTERSECTION,All Moves,NICHOLSON STREET,NICHOLSON STREET,0,0,0.0,2015
10724,BACCHUS MARSH ROAD NO of PURNELL ROAD,BACCHUS MARSH ROAD & PURNELL ROAD,144.35843448533723,-38.07353680203491,INTERSECTION,Exitfrom Carpark Busin Area,Missing Data,BACCHUS MARSH ROAD,0,0,0.0,0
28627,STUD_RD NE of KNOX CITY_ENT,STUD RD/SHOPPING CENTRE ACCESS,145.23640697125867,-37.86671289148455,INTERSECTION,Left Missing,STUD ROAD,STUD ROAD,21000,0,0.0,1999
24388,MANNINGHAM RD SE OF HIGH ST,HIGH ST/MANNINGHAM RD,145.11492923420516,-37.774293469668585,INTERSECTION,Left Missing,MANNINGHAM ROAD,MANNINGHAM ROAD,14000,0,0.0,2006
13034,PUNT RD N OF COMMERCIAL RD,PUNT RD/COMMERCIAL RD,144.9851143392868,-37.84524400508531,INTERSECTION,All Moves,HODDLE HIGHWAY,PUNT ROAD,18000,0,0.0,2016
21868,S.E.ARTERIAL E BD W OF TOORONGA RD,TOORONGA RD LEFT TURN TO S.E.ARTERIAL OD:12,145.0457186953634,-37.848851992888434,INTERSECTION,All Moves,MONASH FREEWAY,MONASH FREEWAY,38000,3600,0.1,1993
7619,NARRE WARREN-CRANB N of PRINCES HWY,NARRE WARREN-CRANB & PRINCES HWY,145.30686008920347,-38.025806900624765,INTERSECTION,All Moves,NARRE WARREN NORTH ROAD,NARRE WARREN NORTH ROAD,8100,0,0.0,1993
7690,HEATHERTON RD 50M OPP IAN ST,HEATHERTON RD 50M OPP IAN ST,145.1778972182547,-37.96556831129362,INTERSECTION,Scheduled PubTpt Bus flow,HEATHERTON ROAD,HEATHERTON ROAD,0,0,0.0,0
7624,KEILOR PARK DR N of CALDER FWY WB OFF RAMP,CALDER FWY WB OFF RAMP & KEILOR PARK DR,144.84957709466548,-37.72616130331927,INTERSECTION,All Moves,KEILOR PARK DRIVE,KEILOR PARK DRIVE,20000,1600,0.08,1997
22177,TOORAK RD THRU MVMNT TO TOORAK RD OD:31,S.E.ARTERIAL LEFT TURN TO TOORAK RD OD:41,145.0396380024034,-37.84474647832166,INTERSECTION,Incomplete Through,TOORAK ROAD,TOORAK ROAD,6500,150,0.02,1996
9897,SWANSTON ST N BD BTWN GRATTAN ST & ELGIN ST,SWANSTON ST BTWN GRATTAN ST & ELGIN ST,144.96405881303485,-37.79996229585033,INTERSECTION,Scheduled PubTpt Bus flow,Missing Data,SWANSTON STREET,0,0,0.0,0
11715,STUDLEY PARK RD AT WALMER ST,STUDLEY PARK RD AT WALMER ST,145.01115790274716,-37.80352099183111,INTERSECTION,Scheduled PubTpt Bus flow,STUDLEY PARK ROAD,STUDLEY PARK ROAD,0,0,0.0,0
27864,S.E.ARTERIAL E OF TOORONGA_RD,TOORONGA_RD N OF S.E.ARTERIAL,145.04577404742474,-37.84869199180575,UNDEFINED,All Moves,MONASH FREEWAY,MONASH FREEWAY,0,0,0.0,0
26777,LOWER DANDENONG RD E OF CENTRE DANDENONG RD DEPARTURE,CENTRE DANDENONG RD & LOWER DANDENONG RD DEP,145.1401065970711,-37.99036928646862,INTERSECTION,All Moves,STATE (LOWER DANDENONG/CHELTENHAM) HIGHWAY,LOWER DANDENONG ROAD,24000,1200,0.05,2013
28721,BREWERY TAP RD S BD 500M N OF WESTERN HWY,BREWERY TAP RD 500M N OF WESTERN HWY,143.93027871385814,-37.558930898197445,MIDBLOCK,All Moves,Missing Data,BREWERY TAP ROAD,180,20,0.11,1996
26536,MAROONDAH HWY SWBD SW OF OLD MELBOURNE RD,MAROONDAH HWY NNE OF OLD MELBOURNE RD,145.30565845373647,-37.76481724173628,INTERSECTION,All Moves,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,0,0,0.0,0
11400,CUMMINS RD N of SOUTH RD,CUMMINS RD & SOUTH RD,145.02578863322987,-37.9315233018654,INTERSECTION,All Moves,CUMMINS ROAD,CUMMINS ROAD,0,0,0.0,1995
10926,MCINTYRE RD N OF BALLARAT RD,BALLARAT RD/MCINTYRE RD/ANDERSON RD,144.82879954644005,-37.77662559205842,INTERSECTION,All Moves,MCINTYRE ROAD,MCINTYRE ROAD,14000,0,0.0,2016
29389,VICTORIA ST W BD W OF SYDNEY RD,VICTORIA ST W OF SYDNEY RD,144.96113711393787,-37.76692985014495,INTERSECTION,All Moves,Missing Data,VICTORIA STREET,3700,0,0.0,2001
25201,BACCHUS MARSH RD SO of CORIO VILLAGE ENT.,BACCHUS MARSH RD & CORIO VILLAGE ENT.,144.35843448533723,-38.07353680203491,INTERSECTION,All Moves,Missing Data,BACCHUS MARSH ROAD,0,0,0.0,0
25541,BRIDGE RD E of COPPIN ST,BRIDGE RD & COPPIN ST,145.00378867533,-37.819040997513376,INTERSECTION,All Moves,Missing Data,COPPIN STREET,16000,0,0.0,1989
22670,MONASH W OF BELGRAVE-HALLAM OUTBOUND,SVO_Map_LTD:126||SITE DESC: MONASH FWY N EAST OF MALVERN STN,145.26915501930768,-37.99632984529741,INTERSECTION,All Moves,MONASH FREEWAY,MONASH FREEWAY,0,0,0.0,2003
8579,WILLIAMSTOWN RD N OF SOMERVILLE RD,WILLIAMSTOWN RD & SOMERVILLE RD,144.88355160011562,-37.81241069769767,INTERSECTION,All Moves,WILLIAMSTOWN ROAD,WILLIAMSTOWN ROAD,0,0,0.0,0
8502,FITZGERALD RD N OF KOROROIT CREEK RD,FITZGERALD RD/LEAKES RD/KOROROIT CREEK RD,144.782015607658,-37.843813202429914,INTERSECTION,All Moves,KEILOR-LAVERTON ROAD,FITZGERALD ROAD,13000,0,0.0,2008
8834,HAMPTON ST N OF BEACH RD,BEACH RD/HAMPTON ST/BRIDGE ST,145.00133618692885,-37.94388929845978,INTERSECTION,All Moves,HAMPTON STREET,HAMPTON STREET,4400,0,0.0,2003
21826,BALLARAT RD SE OF WESTWOOD DR,BALLARAT RD/WESTWOOD DR,144.7546579338901,-37.762297558764594,INTERSECTION,Left Missing,WESTERN HIGHWAY,WESTERN HIGHWAY,26000,0,0.0,2005
25019,PRINCES HWY EAST E OF TRARALGON-MAFFRA RD,PHE SERVICE LANE & PRINCES HWY EAST & TRARALGON-MAFFRA RD,146.56167290645985,-38.19076577837382,INTERSECTION,All Moves,PRINCES HIGHWAY EAST,PRINCES HIGHWAY,0,0,0.0,0
27207,CHERRY LANE E OF FITZGERALD RD DEPARTURE,FITZGERALD RD N OF CHERRY LANE DEPARTURE,144.78336690663315,-37.84179122829868,INTERSECTION,All Moves,Missing Data,CHERRY LANE,0,0,0.0,0
29456,HALL RD E OF WESTERNPORT HWY DEPARTURE,WESTERNPORT HWY N OF HALL RD DEPARTURE,145.2435668997753,-38.108218678909004,INTERSECTION,All Moves,Missing Data,HALL ROAD,0,0,0.0,0
14015,PLENTY RD N OF CLEMENTS DR,PLENTY RD/CLEMENTS DR/JANEFIELD DR,145.06892890572647,-37.68153390465059,INTERSECTION,All Moves,MAIN WHITTLESEA ROAD,PLENTY ROAD,33000,0,0.0,2012
8270,SPRINGVALE RD N OF MAROONDAH HWY DEPARTURE,SPRINGVALE RD N OF MAROONDAH HWY DEPARTURE,145.17641463926648,-37.8158484984231,INTERSECTION,All Moves,STATE (BELL/SPRINGVALE) HIGHWAY,SPRINGVALE ROAD,0,0,0.0,0
27567,BRAMBLE ST SE OF MCIVOR HWY,BRAMBLE ST & CHAPEL ST & LYTTLETON TCE & MCIVOR HWY & MYERS ST,144.28667408694764,-36.76045370045039,INTERSECTION,All Moves,Missing Data,BRAMBLE STREET,0,0,0.0,0
8565,STATION ST N OF ELEY RD,STATION ST/ELEY RD,145.12106461748155,-37.84422290357064,INTERSECTION,All Moves,STATION STREET,STATION STREET,15000,0,0.0,2003
28701,BANK ST (PORT FAIRY) E BD 70M E OF PRINCES HWY WEST,BANK ST (PORT FAIRY) 70M E OF PRINCES HWY WEST,142.2390137055753,-38.38363861328675,MIDBLOCK,All Moves,Missing Data,BANK STREET,0,0,0.0,0
28408,MT DANDENONG TOURIST SE OF LEITH RD,LEITH RD & MT DANDENONG TOURIST RD,145.34299164220596,-37.81021793839656,INTERSECTION,All Moves,MOUNT DANDENONG ROAD,MOUNT DANDENONG TOURIST ROAD,7300,0,0.0,1998
25400,GILBERTSON RD E OF FITZGERALD RD,FITZGERALD RD N OF GILBERTSON RD,144.78817021044196,-37.820978465993306,INTERSECTION,All Moves,Missing Data,GILBERTSON ROAD,2100,530,0.25,2000
23237,HENTY HWY S BD BTW BORUNG HWY (SEC 2) & BORUNG HWY (SEC 3),HENTY HWY BTW BORUNG HWY (SEC 2) & BORUNG HWY (SEC 3),142.40201857927812,-36.24919670305312,MIDBLOCK,All Moves,HENTY HIGHWAY,HENTY HIGHWAY,690,210,0.31,2010
23287,POWELL ST SE OF MIDLAND HWY DEPARTURE,MIDLAND HWY NE OF POWELL ST DEPARTURE,144.29882198989003,-36.73968600462879,INTERSECTION,All Moves,Missing Data,POWELL STREET,0,0,0.0,0
28757,FAWKNER ST NEBD NE OF MICKLEHAM RD,MICKLEHAM RD N OF FAWKNER ST,144.88491646283796,-37.67771266087446,INTERSECTION,All Moves,Missing Data,FAWKNER STREET,0,0,0.0,0
27645,DUDLEY ST SWBD SW OF SPENCER ST,DUDLEY ST NSW OF SPENCER ST,144.94931716614383,-37.81038793192396,INTERSECTION,All Moves,DUDLEY STREET,DUDLEY STREET,0,0,0.0,0
8576,ORRONG RD N OF GLEN EIRA RD,ORRONG RD/GLEN EIRA RD,145.0072095601483,-37.87786829171218,INTERSECTION,All Moves,Missing Data,ORRONG ROAD,8100,0,0.0,2003
21837,MONASH SE OF NARRE WARREN NTH INBOUND,SVO_Map_LTD:121||SITE DESC: MONASH NW OF STHGIPP/HALLAM,145.31696710966088,-38.02437441812449,INTERSECTION,All Moves,MONASH FREEWAY,MONASH FREEWAY,0,0,0.0,2003
8597,NORTHERN HWY N of PAKENHAM ST DEPARTURE,NORTHERN HWY N OF PAKENHAM ST DEPARTURE,144.7481148153077,-36.12841770236455,INTERSECTION,All Moves,NORTHERN HIGHWAY,HIGH STREET,0,0,0.0,0
27545,MONASH FWY WB OFF RAMP E OF FORSTER RD,FORSTER RD & MONASH FWY WB OFF RAMP & MONASH FWY WB ON RAMP,145.1306623972727,-37.89354885429866,INTERSECTION,Off Ramp,2000R 5460B,MONASH IN-FORSTER RAMP OF,0,0,0.0,0
24489,BREED ST S OF BRIDGES AV DEPARTURE,BREED ST N OF BRIDGES AV DEPARTURE,146.53281687351563,-38.199421483317586,INTERSECTION,Incomplete Through,Missing Data,BREED STREET,0,0,0.0,0
24832,THOMPSONS RD E OF WESTERN PORT HWY DEPARTURE,WESTERN PORT HWY N OF THOMPSONS RD DEPARTURE,145.2417892000443,-38.07795519350088,INTERSECTION,All Moves,THOMPSON ROAD,THOMPSONS ROAD,0,0,0.0,0
23291,MCLEOD RD E OF NEPEAN HWY DEPARTURE,NEPEAN HWY N OF MCLEOD RD DEPARTURE,145.1223480976762,-38.07471038620264,INTERSECTION,All Moves,THOMPSON ROAD,STATION STREET,0,0,0.0,0
8753,ORRONG RD N OF HIGH ST,HIGH ST/ORRONG RD,145.01159763386002,-37.85406430113476,INTERSECTION,All Moves,ORRONG ROAD,ORRONG ROAD,0,0,0.0,2015
28704,DALYSTON-KORUMBURRA RD W BD 400M W OF KORUMBURRA-WONTHAGGI RD,DALYSTON-KORUMBURRA RD 400M W OF KORUMBURRA-WONTHAGGI RD,145.6306698035031,-38.55327750432913,MIDBLOCK,All Moves,Missing Data,WEST CREEK ROAD,120,10,0.14,1999
25328,PASCOE VALE RD SWBD SW OF TAGGERTY CR (NTH A,PASCOE VALE RD NNE OF TAGGERTY CR (NTH A,144.92746664584695,-37.65680210908111,INTERSECTION,All Moves,PASCOE VALE ROAD,PASCOE VALE ROAD,0,0,0.0,0
24034,LAKE MOUNTAIN RD S BD 500M N OF MARYSVILLE-WOODS POINT RD @ 0.5KM FROM NORTH OF,LAKE MOUNTAIN RD 500M N OF MARYSVILLE-WOODS POINT RD @ 0.5KM FROM NORTH OF,145.83924297457793,-37.53053138978807,MIDBLOCK,All Moves,LAKE MOUNTAIN ROAD,LAKE MOUNTAIN ROAD,20,0,0.1,2014
21884,CALDER HWY S BD 150M N OF KARADOC AV @546.2KM POST,CALDER HWY 150M N OF KARADOC AV @546.2KM FROM MELBOURNE,142.16472641363123,-34.23044366285928,MIDBLOCK,All Moves,CALDER HIGHWAY,FIFTEENTH STREET,3800,390,0.1,1998
22856,CALDER HWY N BD 100M S OF FITZPATRICKS RD @250.9KM FROM MELBOURNE,CALDER HWY 100M S OF FITZPATRICKS RD @250.9KM FROM MELBOURNE,143.39748028921346,-36.278095403550715,MIDBLOCK,All Moves,CALDER HIGHWAY,CALDER HIGHWAY,650,180,0.28,2013
24057,WESTERN HWY E BD 300M E OF EURAMBEEN-STREATHAM RD @163.4KM FROM MELBOURNE,WESTERN HWY 300M E OF EURAMBEEN-STREATHAM RD @163.4KM FROM MELBOURNE,143.31350493854788,-37.408734840815654,MIDBLOCK,All Moves,WESTERN HIGHWAY,WESTERN HIGHWAY,1800,580,0.32,1997
21721,SUNRAYSIA HWY E BD 1.2 KM W OF SUNNYSIDE RD @339.0KM FROM MELBOURNE,SUNRAYSIA HWY 1.2 KM W OF SUNNYSIDE RD @339.0KM FROM MELBOURNE,142.86157819744489,-35.97807535093586,MIDBLOCK,All Moves,SUNRAYSIA HIGHWAY,SUNRAYSIA HIGHWAY,180,20,0.13,2014
24235,BEECH FOREST RD E BD 1.4KM E OF PHILLIPS TRACK @ 3.1KM FROM BEECH FOREST,BEECH FOREST RD 1.4KM E OF PHILLIPS TRACK @ 3.1KM FROM BEECH FOREST,143.55942342415415,-38.6324887244139,MIDBLOCK,All Moves,BEECH FOREST ROAD,BEECH FOREST-LAVERS HILL ROAD,190,30,0.19,2014
26874,WALKER ST NE OF LONSDALE ST,LONSDALE ST & WALKER ST,145.2147175525144,-37.988064744988655,INTERSECTION,All Moves,Missing Data,WALKER STREET,2800,0,0.0,1999
10164,MILLEARA RD N OF KEILOR PARK DR,MILLEARA RD/KEILOR PARK DR,144.8638595403984,-37.73980428520658,INTERSECTION,All Moves,ASCOT VALE-KEILOR ROAD,MILLEARA ROAD,8200,0,0.0,2001
21557,BALLARAT-CARNGHAM RD E BD 200M E OF BURRUMBEET-HILLCREST RD @ 18.8KM FROM BALLAR,BALLARAT-CARNGHAM RD 200M E OF BURRUMBEET-HILLCREST RD @ 18.8KM FROM BALLAR,143.6431088952374,-37.58019300310051,MIDBLOCK,All Moves,BALLARAT-CARNGHAM ROAD,BALLARAT-CARNGHAM ROAD,460,40,0.1,1998
25049,THOMPSONS RD E BD E OF BERWICK-CRANBOURNE,BERWICK-CRANBOURNE N OF THOMPSONS RD,145.33426061107943,-38.08943274185259,INTERSECTION,All Moves,Missing Data,THOMPSONS ROAD,190,20,0.15,2000
13148,YARRA_RD N OF PLYMOUNTH_RD,PLYMOUTH RD/YARRA RD,145.27408924622156,-37.78302080792669,INTERSECTION,All Moves,Missing Data,YARRA ROAD,5500,0,0.0,1999
22658,SEF/GIBDON ST OUTBOUND,SVO_Map_LTD:415||SITE DESC: PRINCES FWY WEST WEST OF POINT COOK RD,145.05592356566436,-37.85601571373164,INTERSECTION,All Moves,Missing Data,WILLS STREET,46000,0,0.0,1998
24226,OLD CALDER HWY N BD 500M N OF CALDER HWY @ 1.7KM FROM ELPHINSTONE,OLD CALDER HWY 500M N OF CALDER HWY @ 1.7KM FROM ELPHINSTONE,144.33638642332332,-37.114771490176416,MIDBLOCK,All Moves,Missing Data,WRIGHT STREET,50,0,0.04,1998
23641,DONALD-SWAN HILL RD N BD 800M S OF CALDER HWY @ 1.1KM FROM DUMOSA,DONALD-SWAN HILL RD 800M S OF CALDER HWY @ 1.1KM FROM DUMOSA,143.22223307131276,-35.94194927902189,MIDBLOCK,All Moves,DONALD-SWAN HILL ROAD,DONALD-SWAN HILL ROAD,80,20,0.36,2014
21184,EFWY/BETWEEN BURKE RD & BULLEEN RD OUTBOUND,SVO_Map_LTD:38||SITE DESC: EFWY/NEAR PHONE 310,145.0699136597465,-37.78463159846671,INTERSECTION,All Moves,Missing Data,LIBRA STREET,68000,0,0.0,2015
23640,SUNRAYSIA HWY W BD 1.2 KM W OF SUNNYSIDE RD @339.0KM FROM MELBOURNE,SUNRAYSIA HWY 1.2 KM W OF SUNNYSIDE RD @339.0KM FROM MELBOURNE,142.86157819744489,-35.97807535093586,MIDBLOCK,All Moves,SUNRAYSIA HIGHWAY,SUNRAYSIA HIGHWAY,210,0,0.0,2014
21725,WIMMERA HWY E BD BTW DONALD STAWELL RD AND DAWS BRIDGE RD,WIMMERA HWY WIMMERA HWY BTW DONALD STAWELL RD AND DAWS BRIDGE RD,142.92867409917747,-36.66868529473356,MIDBLOCK,All Moves,WIMMERA HIGHWAY,WIMMERA HIGHWAY,230,40,0.19,1998
11709,HIGH ST N OF BROADWAY,BROADWAY & HIGH ST,145.00788381528253,-37.71624493010287,INTERSECTION,All Moves,BROADWAY,HIGH STREET,20000,0,0.0,1999
22685,CALDER FWY N BD 400M S OF KYNETON MAIN RD @ 90.1KM FROM MELBOURNE,CALDER FWY 400M S OF KYNETON MAIN RD @ 90.1KM FROM MELBOURNE,144.4193323385212,-37.22268347538013,MIDBLOCK,All Moves,CALDER FREEWAY,CALDER FREEWAY,7800,960,0.12,2014
25778,BENA-KONGWAK RD N BD 200M N OF KORUMBURRA-WONTHAGGI RD @ 18.1KM FROM BENA,BENA-KONGWAK RD 200M N OF KORUMBURRA-WONTHAGGI RD @ 18.1KM FROM BENA,145.699427927047,-38.51505800002353,MIDBLOCK,All Moves,Missing Data,BENA-KONGWAK ROAD,60,10,0.16,1998
27301,STATION ST S BD N OF BOXLEIGH GV,STATION ST N OF BOXLEIGH GV,145.12725171873507,-37.79873429714461,INTERSECTION,All Moves,STATION STREET,STATION STREET,10000,350,0.03,1998
26864,DONCASTER RD NEBD NE OF HIGH ST,HIGH ST N OF DONCASTER RD,145.10556129754377,-37.78824140001236,INTERSECTION,All Moves,DONCASTER ROAD,DONCASTER ROAD,11000,330,0.03,1998
11381,BOUNDARY RD N of GOVERNOR RD,BOUNDARY RD & GOVERNOR RD,145.10399334304617,-38.00834179230824,INTERSECTION,All Moves,Missing Data,BOUNDARY ROAD,20000,0,0.0,1992
26317,SUNSHINE AV SE of GREEN GULLY RD,GREEN GULLY RD & SUNSHINE AV & TAYLORS RD,144.8155021033619,-37.729984695417805,INTERSECTION,All Moves,SUNSHINE AVENUE,SUNSHINE AVENUE,13000,470,0.04,1997
26973,GLENHUNTLY RD E of ORRONG RD,GLENHUNTLY RD & ORRONG RD,145.006735303694,-37.885045386220035,INTERSECTION,All Moves,Missing Data,GLEN HUNTLY ROAD,6900,0,0.0,1993
11666,MICKLEHAM RD N BD N of MELROSE DR,MICKLEHAM RD N OF MELROSE DR,144.88052812660453,-37.69872070114432,UNDEFINED,All Moves,MICKLEHAM ROAD,MICKLEHAM ROAD,13000,0,0.0,1990
13454,CHAPEL ST N OF COMMERCIAL RD,MALVERN RD/CHAPEL ST/COMMERCIAL RD/BRAY ST,144.9941567499307,-37.84675889401292,INTERSECTION,All Moves,Missing Data,CHAPEL STREET,6100,0,0.0,2009
11664,SURFCOAST HWY N of ZEALLY BAY RD,SURFCOAST HWY & ZEALLY BAY RD,144.31688897215037,-38.32948609536438,INTERSECTION,All Moves,SURFCOAST HIGHWAY,GEELONG ROAD,4100,0,0.0,1993
11679,BURKE RD N BD N OF S.E.ARTERIAL,BURKE RD N OF S.E.ARTERIAL,145.05254031395503,-37.85199604606877,INTERSECTION,All Moves,MONASH FREEWAY,MONASH FREEWAY,12000,520,0.04,1995
22107,MAROONDAH HWY WBD E OF BADGER CREEK RD,MAROONDAH HWY E OF BADGER CREEK RD,145.52140018506938,-37.65203428667533,INTERSECTION,All Moves,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,5100,0,0.0,1993
11394,ROSAMOND RD N of BALLARAT RD,BALLARAT RD & ROSAMOND RD,144.8831928669027,-37.78807359652792,INTERSECTION,All Moves,Missing Data,ROSAMOND ROAD,7500,0,0.0,1994
28348,BENDIGO-REDESDALE RD SE OF RESERVOIR RD,BENDIGO-REDESDALE RD & RESERVOIR RD,144.3091351599583,-36.77554664431145,INTERSECTION,All Moves,BENDIGO-REDESDALE ROAD,CONDON STREET,3500,120,0.03,1997
7302,BURGUNDY ST N OF CAPE ST,BURGUNDY ST/CAPE ST,145.06837441187642,-37.7564878358092,INTERSECTION,Not representative,BELL STREET ROAD,BURGUNDY STREET,0,0,0.0,0
26657,BURWOOD HWY E of DAWSON ST,BURWOOD HWY & DAWSON ST,145.3099808983565,-37.89350224951124,INTERSECTION,All Moves,BURWOOD HIGHWAY,BURWOOD HIGHWAY,17000,0,0.0,1996
6182,NORTH RD W OF SHAFTON ST,NORTH RD NR SHAFTON ST,145.10470580025333,-37.91173819667612,INTERSECTION,All Moves,NORTH ROAD HIGHWAY,NORTH ROAD,21000,0,0.0,2011
10939,WESTALL RD SE of ROWAN RD,ROWAN RD & WESTALL RD,145.14338560156375,-37.980095896170845,INTERSECTION,All Moves,WESTALL ROAD,WESTALL ROAD EX,0,0,0.0,1997
22812,WARBURTON HWY EB BTW HODDLE ST & YARRA JUNC.-NOOJEE,SITE_NO: 220||SITE DESC: WARBURTON HWY BTW HODDLE ST & YARRA JUNC.-NOOJEE,145.61257720023383,-37.78153970794104,INTERSECTION,All Moves,WARBURTON HIGHWAY,WARBURTON HIGHWAY,0,0,0.0,0
19650,ENTERPRIZE AVE NE OF WELLS RD,WELLS RD/ENTERPRIZE AV,145.13223878396485,-38.03431721704876,INTERSECTION,All Moves,Missing Data,ENTERPRIZE AVENUE,0,0,0.0,0
6628,PRINCES HWY NE OF LITTLE BOUNDARY RD,PRINCES HWY/LITTLE BOUNDARY RD,144.82688036549283,-37.82298662499,INTERSECTION,All Moves,PRINCES HIGHWAY WEST,GEELONG ROAD,28000,0,0.0,2013
22810,TULLA/MORELAND RD OUTBOUND,SVO_Map_LTD:444||SITE DESC: WRR 200 M NTH OF BOUNDARY RD,144.8898623044709,-37.71343439377321,INTERSECTION,All Moves,Missing Data,DROMANA AVENUE,0,0,0.0,0
26858,DONCASTER RD E BD E OF BULLEEN RD,BULLEEN RD NNE OF DONCASTER RD,145.0710340279848,-37.79270990943792,INTERSECTION,All Moves,DONCASTER ROAD,DONCASTER ROAD,9200,250,0.03,1998
6972,PRINCES FWY EAST E BD BTWN LOY YANG-MORWELL RD & MONASH WAY,PRINCES FWY EAST BTWN LOY YANG-MORWELL RD & MONASH WAY,146.40460537499936,-38.242551463455975,MIDBLOCK,All Moves,PRINCES FREEWAY EAST,PRINCES FREEWAY,8200,1200,0.16,2013
